payment_id,policy_id,payment_date,amount
900,71,2025-05-25,414.62
901,287,2025-07-26,1566.27
902,424,2026-01-08,1623.06
903,197,2025-05-07,159.5
904,444,2025-09-21,232.5
905,98,2025-12-11,1296.9
906,220,2025-11-02,438.32
907,196,2026-02-09,322.19
908,150,2025-12-17,414.25
909,379,2025-06-09,1161.14
910,450,2025-08-15,355.34
911,153,2025-09-27,970.28
912,136,2025-03-10,992.59
913,250,2025-05-13,738.83
914,324,2025-11-02,1903.5
915,324,2025-10-28,1572.01
916,237,2026-02-11,551.22
917,489,2025-06-23,1391.19
918,445,2025-06-14,1786.47
919,303,2025-06-06,310.04
920,44,2025-06-22,283.95
921,338,2025-10-07,1872.69
922,495,2025-04-20,1587.95
923,277,2026-03-05,1237.83
924,307,2025-11-23,736.23
925,358,2025-11-10,1511.29
926,128,2025-10-11,1397.45
927,242,2026-02-08,802.47
928,132,2025-04-29,1371.15
929,265,2025-07-26,354.04
930,94,2025-07-29,1242.24
931,226,2025-03-21,1828.54
932,207,2025-07-20,463.74
933,168,2025-11-11,1908.18
934,297,2026-02-06,447.05
935,312,2025-09-07,963.76
936,485,2026-01-07,1815.55
937,408,2025-07-30,1770.62
938,156,2025-11-03,1237.46
939,228,2025-09-17,1108.3
940,346,2025-08-14,213.84
941,253,2025-08-21,1074.39
942,468,2025-04-26,1658.04
943,392,2025-03-19,1957.03
944,426,2025-06-01,1291.78
945,472,2025-05-13,760.58
946,419,2025-05-27,642.89
947,61,2025-09-15,1650.27
948,302,2025-09-09,482.84
949,499,2025-05-19,1177.02
950,228,2025-09-04,573.74
951,500,2025-07-14,287.83
952,176,2025-12-02,182.86
953,258,2025-10-03,175.27
954,472,2026-01-01,609.31
955,58,2025-12-10,869.78
956,29,2025-11-15,1545.54
957,115,2025-03-15,1402.58
958,493,2026-02-26,1065.62
959,406,2025-06-05,491.93
960,136,2026-02-02,682.05
961,356,2025-07-21,627.67
962,476,2025-08-28,602.97
963,490,2025-06-25,490.65
964,129,2025-05-28,635.28
965,42,2025-04-12,161.04
966,317,2025-09-19,1799.36
967,320,2025-12-12,1587.84
968,268,2025-09-17,882.37
969,1,2025-03-20,1193.59
970,7,2025-03-24,1740.18
971,446,2025-12-24,368.92
972,399,2025-08-09,1867.18
973,131,2025-10-19,1313.48
974,125,2025-09-25,1979.32
975,351,2026-01-21,1634.75
976,145,2025-03-24,914.67
977,293,2026-01-12,1448.77
978,371,2025-03-17,1932.59
979,304,2025-03-19,907.33
980,70,2025-11-19,955.3
981,60,2025-09-05,840.95
982,319,2025-07-28,1993.71
983,116,2025-06-10,667.83
984,456,2025-11-14,1971.28
985,138,2025-07-24,409.23
986,222,2025-10-11,326.91
987,208,2025-07-21,200.95
988,212,2026-01-04,913.28
989,93,2025-07-01,471.69
990,133,2025-05-07,354.27
991,321,2026-01-07,1345.69
992,162,2025-11-19,124.05
993,119,2025-12-05,630.01
994,275,2025-07-26,1930.74
995,410,2025-10-24,1845.74
996,90,2026-02-25,378.06
997,149,2026-02-14,1522.88
998,406,2026-01-13,1377.37
999,425,2025-10-10,848.08
1000,421,2025-07-06,1656.72
1001,184,2025-03-27,1486.74
1002,171,2025-03-30,1113.17
1003,96,2026-01-12,258.71
1004,425,2025-07-26,163.2
1005,5,2026-03-05,209.4
1006,319,2025-12-22,1434.25
1007,379,2026-02-16,439.44
1008,295,2025-08-16,1701.35
1009,125,2025-03-06,1779.33
1010,347,2025-04-26,1535.13
1011,136,2025-09-20,1265.14
1012,210,2026-02-27,1827.64
1013,312,2025-04-10,758.43
1014,405,2026-01-05,1466.36
1015,378,2025-12-27,712.14
1016,278,2025-03-07,693.93
1017,362,2025-05-30,1600.58
1018,135,2025-04-06,459.72
1019,377,2025-10-25,1446.08
1020,473,2025-09-10,357.24
1021,247,2025-09-30,493.82
1022,420,2025-06-01,136.21
1023,157,2025-08-24,1567.23
1024,60,2025-05-04,1211.1
1025,142,2026-01-18,951.22
1026,214,2025-12-27,1426.63
1027,218,2025-06-29,1552.32
1028,172,2026-01-24,1422.31
1029,471,2025-07-31,1706.04
1030,182,2025-05-21,1392.94
1031,15,2025-12-08,1913.4
1032,480,2026-03-05,1950.14
1033,439,2025-08-22,475.83
1034,346,2025-09-08,511.92
1035,492,2025-04-09,296.11
1036,144,2026-02-28,836.91
1037,234,2025-12-07,557.02
1038,352,2025-04-07,1140.88
1039,27,2025-05-20,1278.51
1040,255,2025-10-27,641.13
1041,340,2026-01-30,1289.5
1042,3,2026-02-20,937.75
1043,32,2025-09-12,1372.93
1044,183,2026-01-11,1596.53
1045,19,2025-11-06,1482.61
1046,374,2025-12-27,1867.1
1047,415,2025-03-28,1008.3
1048,24,2025-12-01,1833.15
1049,284,2025-09-01,198.02
1050,396,2025-04-19,1968.91
1051,349,2025-06-02,1733.47
1052,113,2025-10-16,194.32
1053,370,2026-01-13,1684.59
1054,368,2025-03-21,485.67
1055,92,2025-07-30,1706.9
1056,97,2025-05-22,1117.97
1057,338,2026-02-19,420.52
1058,157,2025-12-04,238.3
1059,162,2025-07-30,804.13
1060,396,2026-01-31,1267.8
1061,245,2026-01-17,854.88
1062,317,2025-04-21,1187.06
1063,391,2025-07-06,1548.93
1064,183,2025-08-16,1970.58
1065,52,2025-12-20,352.23
1066,169,2025-05-10,670.62
1067,153,2026-02-25,1036.94
1068,241,2025-09-11,557.44
1069,44,2025-03-25,1702.83
1070,241,2025-08-24,621.99
1071,360,2025-05-06,406.85
1072,141,2025-09-29,557.08
1073,180,2025-12-13,112.4
1074,389,2025-06-30,1227.67
1075,242,2025-10-31,1443.89
1076,356,2025-07-18,216.98
1077,288,2025-05-20,1562.36
1078,424,2026-01-05,291.36
1079,105,2025-08-09,1698.6
1080,379,2025-09-01,1502.89
1081,249,2025-03-06,1273.13
1082,42,2025-10-25,356.38
1083,272,2025-06-22,1427.64
1084,418,2025-11-23,949.88
1085,471,2026-02-08,934.49
1086,318,2025-05-02,1196.66
1087,461,2026-01-20,1043.91
1088,468,2025-04-02,1285.55
1089,359,2025-05-26,1794.38
1090,339,2025-09-05,1068.74
1091,192,2025-08-12,508.8
1092,171,2025-08-26,1804.29
1093,442,2025-08-11,687.9
1094,85,2025-06-26,1714.44
1095,314,2026-02-10,1611.82
1096,289,2025-11-29,1765.78
1097,484,2025-08-24,278.88
1098,486,2025-05-21,1566.72
1099,258,2025-10-10,609.92
1100,405,2025-03-31,257.01
1101,221,2025-05-23,227.0
1102,141,2025-12-12,546.1
1103,383,2026-03-03,265.18
1104,213,2026-01-11,1829.84
1105,278,2025-05-21,881.19
1106,85,2025-08-31,912.53
1107,167,2025-12-11,872.3
1108,78,2025-09-04,134.35
1109,316,2025-08-05,276.31
1110,2,2025-07-13,303.42
1111,367,2026-01-13,548.4
1112,221,2025-03-25,1521.27
1113,150,2025-03-27,785.05
1114,154,2025-09-17,1005.08
1115,400,2025-11-27,1112.91
1116,373,2025-08-18,152.96
1117,217,2025-08-30,262.88
1118,428,2026-02-23,457.7
1119,60,2026-01-23,601.09
1120,174,2025-09-27,1444.62
1121,144,2025-05-11,718.57
1122,444,2026-01-14,894.97
1123,30,2025-03-07,1362.26
1124,435,2026-01-06,1160.33
1125,264,2026-01-08,1047.16
1126,84,2025-04-30,1615.77
1127,264,2025-12-03,316.02
1128,216,2025-09-02,144.3
1129,407,2025-10-18,213.13
1130,432,2026-01-14,753.05
1131,381,2025-08-29,1932.41
1132,210,2025-08-16,1313.71
1133,142,2025-05-11,287.82
1134,323,2025-12-28,486.78
1135,353,2025-09-11,306.78
1136,413,2025-08-21,1407.71
1137,69,2025-12-15,125.6
1138,306,2025-12-01,1551.43
1139,385,2025-12-01,755.7
1140,460,2025-05-08,1126.48
1141,487,2026-02-10,555.61
1142,100,2025-06-07,1120.96
1143,169,2025-10-10,844.6
1144,500,2026-01-24,215.06
1145,123,2026-01-30,691.24
1146,425,2025-05-01,297.77
1147,51,2025-11-02,526.02
1148,216,2025-06-12,1555.05
1149,27,2025-07-25,592.47
1150,453,2025-03-16,1256.14
1151,399,2025-04-17,1199.39
1152,130,2025-07-11,751.48
1153,386,2025-12-09,1048.49
1154,441,2025-06-19,233.38
1155,377,2025-03-10,1615.46
1156,486,2025-10-30,714.43
1157,133,2025-12-04,137.8
1158,91,2025-12-05,1266.59
1159,62,2025-05-06,1178.12
1160,197,2025-07-25,1870.46
1161,64,2025-10-06,244.9
1162,265,2026-02-12,772.19
1163,82,2025-07-03,772.57
1164,299,2025-11-29,1120.42
1165,251,2025-05-22,304.29
1166,9,2025-12-01,1302.5
1167,175,2025-06-12,395.32
1168,34,2025-11-24,1797.01
1169,137,2025-04-13,767.15
1170,99,2025-09-01,1403.42
1171,116,2025-08-24,333.31
1172,357,2025-05-06,634.87
1173,184,2025-09-30,358.3
1174,5,2025-11-28,515.17
1175,410,2026-01-14,579.51
1176,450,2025-05-06,938.06
1177,75,2025-04-29,1551.25
1178,64,2025-03-10,1786.99
1179,28,2025-08-24,1197.66
1180,477,2025-10-30,363.27
1181,193,2025-07-26,1240.11
1182,280,2026-01-20,1867.52
1183,54,2025-12-04,1937.47
1184,398,2025-03-22,1506.4
1185,183,2025-09-02,1953.22
1186,120,2026-02-26,545.55
1187,399,2026-01-26,1031.9
1188,322,2025-12-21,834.95
1189,20,2025-08-21,416.48
1190,458,2025-03-24,1132.83
1191,357,2026-03-03,1001.52
1192,82,2026-01-25,531.04
1193,492,2025-10-08,1668.79
1194,81,2026-02-07,1771.21
1195,68,2025-12-12,1620.83
1196,111,2026-01-19,1840.44
1197,13,2025-06-23,1221.41
1198,4,2025-06-04,1426.09
1199,104,2026-02-17,1218.16
1200,177,2025-05-29,1286.33
1201,96,2026-01-25,668.48
1202,162,2025-10-23,1363.59
1203,292,2025-03-21,1451.34
1204,437,2025-07-20,1019.42
1205,26,2025-05-01,1930.1
1206,38,2025-09-24,1943.88
1207,378,2025-09-15,480.0
1208,464,2025-03-21,580.45
1209,214,2026-02-13,1183.42
1210,443,2026-02-09,347.26
1211,194,2025-09-04,999.96
1212,493,2025-08-24,850.85
1213,212,2025-07-24,1667.12
1214,456,2025-03-07,1451.14
1215,318,2025-06-04,1004.72
1216,31,2025-03-22,1570.94
1217,389,2025-05-10,1499.1
1218,360,2025-06-13,1074.15
1219,376,2025-08-10,1829.33
1220,340,2025-10-29,1095.83
1221,400,2025-09-29,710.86
1222,418,2025-05-12,1439.8
1223,63,2026-01-11,481.6
1224,16,2025-03-23,780.86
1225,360,2025-07-07,799.0
1226,129,2025-06-26,657.17
1227,233,2026-02-06,162.02
1228,248,2025-04-29,468.59
1229,59,2026-01-19,1401.32
1230,12,2025-12-04,1473.9
1231,85,2025-04-14,1996.32
1232,120,2025-04-21,112.74
1233,172,2025-07-21,563.41
1234,330,2025-10-15,441.89
1235,70,2025-10-24,1408.81
1236,213,2025-05-15,593.21
1237,43,2025-09-09,348.43
1238,292,2025-09-21,1107.03
1239,324,2026-02-09,337.05
1240,171,2025-12-15,1475.58
1241,117,2025-06-04,1376.23
1242,36,2025-03-24,280.95
1243,327,2025-12-13,396.1
1244,57,2025-07-04,337.16
1245,470,2025-12-06,313.68
1246,363,2025-04-24,1139.87
1247,85,2025-05-20,1727.76
1248,493,2025-03-10,1045.26
1249,449,2025-08-02,1345.81
1250,360,2025-11-20,372.22
1251,299,2025-06-06,1980.05
1252,454,2026-01-06,1602.09
1253,402,2025-04-01,1114.88
1254,276,2025-10-05,1484.51
1255,179,2026-01-26,158.56
1256,473,2025-08-01,344.27
1257,165,2026-02-27,560.92
1258,398,2025-11-07,1066.17
1259,457,2025-12-25,332.7
1260,254,2025-09-13,689.13
1261,282,2025-12-21,1809.28
1262,337,2025-10-19,550.64
1263,448,2025-04-08,1787.91
1264,100,2025-08-22,1524.49
1265,382,2025-08-19,1844.72
1266,369,2025-06-27,667.13
1267,190,2025-07-24,540.55
1268,494,2025-07-28,1211.89
1269,430,2026-02-01,1770.23
1270,492,2025-08-20,681.64
1271,464,2025-05-25,1699.04
1272,66,2025-08-23,217.66
1273,465,2026-01-16,925.77
1274,290,2025-06-15,1066.24
1275,129,2025-09-23,1971.15
1276,143,2025-07-31,1526.41
1277,9,2025-08-23,1441.38
1278,239,2025-10-12,635.08
1279,328,2026-01-31,748.71
1280,149,2025-05-20,857.91
1281,384,2026-01-30,1402.31
1282,433,2025-04-21,922.29
1283,166,2025-08-31,1462.9
1284,163,2026-02-07,1154.09
1285,493,2025-10-12,331.49
1286,84,2025-12-05,339.61
1287,465,2025-04-28,743.95
1288,23,2025-10-10,413.21
1289,392,2025-06-22,1299.16
1290,264,2026-03-02,1954.43
1291,327,2025-08-10,1412.3
1292,220,2025-10-20,1438.25
1293,327,2025-07-20,1007.57
1294,37,2025-11-09,1974.93
1295,176,2025-05-26,1938.57
1296,413,2025-08-05,1716.31
1297,43,2025-03-30,746.24
1298,406,2025-12-10,1559.61
1299,252,2025-08-31,1307.85
1300,106,2025-04-23,414.28
1301,452,2025-03-28,914.81
1302,474,2025-03-09,555.34
1303,197,2026-02-13,142.96
1304,295,2026-01-25,1999.91
1305,170,2025-07-29,371.93
1306,304,2025-09-26,1037.36
1307,99,2025-03-22,475.74
1308,130,2025-11-29,1894.55
1309,189,2026-02-23,1585.61
1310,363,2025-07-29,1907.42
1311,484,2025-04-20,1773.22
1312,357,2025-12-16,1658.99
1313,290,2025-07-04,245.25
1314,406,2025-08-20,781.88
1315,486,2026-01-09,638.67
1316,269,2025-07-08,1325.61
1317,299,2025-07-26,1062.44
1318,340,2025-09-22,922.05
1319,452,2025-07-06,1249.63
1320,124,2025-08-27,584.65
1321,313,2025-03-13,464.92
1322,21,2025-12-18,639.72
1323,79,2025-03-05,686.54
1324,416,2025-07-07,635.23
1325,54,2026-02-04,502.26
1326,229,2025-09-01,703.14
1327,338,2025-09-01,1944.67
1328,160,2025-11-16,1839.95
1329,245,2025-04-15,824.36
1330,136,2025-04-19,1497.57
1331,54,2025-08-01,1052.36
1332,287,2026-01-30,1694.97
1333,62,2025-03-09,590.76
1334,496,2025-10-08,1095.68
1335,491,2025-12-14,1796.75
1336,220,2025-03-06,1998.71
1337,291,2025-07-22,1622.42
1338,431,2026-02-12,1061.2
1339,393,2025-08-13,315.61
1340,139,2025-12-13,1566.13
1341,101,2025-05-18,1899.73
1342,36,2025-09-07,185.94
1343,461,2026-02-21,1791.07
1344,469,2025-04-08,528.25
1345,268,2025-04-20,1871.44
1346,480,2025-05-31,1440.37
1347,435,2026-01-30,1656.53
1348,182,2025-07-27,438.47
1349,372,2025-04-01,702.77
1350,477,2025-07-13,164.3
1351,296,2025-12-16,1318.44
1352,112,2025-06-19,1938.39
1353,182,2025-08-30,568.48
1354,203,2025-05-23,1517.57
1355,160,2026-01-26,478.81
1356,481,2025-10-06,302.98
1357,92,2025-10-19,862.99
1358,455,2025-11-30,793.56
1359,11,2025-05-05,250.29
1360,366,2025-04-24,981.17
1361,105,2025-06-10,1799.43
1362,259,2026-01-24,790.58
1363,240,2026-01-20,1421.02
1364,163,2025-06-01,560.49
1365,50,2025-04-08,1343.55
1366,275,2026-02-19,601.58
1367,75,2025-11-08,985.14
1368,213,2025-05-11,1818.42
1369,182,2025-05-01,225.25
1370,250,2025-06-18,983.7
1371,242,2025-10-07,1760.02
1372,25,2025-12-04,705.34
1373,157,2025-06-07,876.72
1374,43,2025-08-04,133.36
1375,109,2025-10-02,1102.81
1376,225,2025-10-03,1785.23
1377,312,2025-03-23,1936.68
1378,70,2025-12-22,1409.91
1379,94,2025-07-06,603.97
1380,387,2026-01-01,1763.39
1381,412,2025-08-30,416.72
1382,77,2026-01-04,1984.16
1383,436,2026-01-28,683.73
1384,130,2025-10-29,1731.89
1385,277,2025-09-16,1980.36
1386,238,2025-10-08,1370.96
1387,100,2026-01-01,972.95
1388,14,2025-03-18,1110.64
1389,127,2025-11-24,1931.02
1390,396,2025-04-24,1516.28
1391,303,2026-02-11,315.3
1392,14,2025-05-13,730.7
1393,291,2026-01-19,678.71
1394,478,2025-07-14,1199.82
1395,480,2025-08-05,221.25
1396,188,2025-07-18,1803.92
1397,221,2025-09-16,1200.78
1398,113,2026-01-16,1606.24
1399,197,2025-09-15,1778.96
1400,485,2025-06-20,1630.29
1401,200,2025-06-23,1864.74
1402,238,2025-08-25,1022.61
1403,12,2025-09-22,921.17
1404,25,2025-05-27,903.51
1405,51,2025-11-01,1441.84
1406,443,2025-03-16,317.25
1407,173,2025-11-16,1593.39
1408,19,2026-01-28,851.04
1409,453,2026-01-17,183.64
1410,272,2025-05-08,708.21
1411,299,2025-06-18,1515.78
1412,103,2025-05-01,1507.32
1413,161,2025-03-20,301.25
1414,67,2025-04-01,854.79
1415,252,2025-08-22,872.7
1416,318,2025-04-18,145.97
1417,334,2025-05-31,1294.46
1418,319,2025-08-16,1057.94
1419,269,2025-05-03,136.94
1420,141,2025-12-17,1626.46
1421,50,2025-07-22,792.99
1422,24,2025-10-21,294.32
1423,492,2025-12-14,1725.68
1424,411,2025-11-14,561.93
1425,190,2025-11-06,1610.13
1426,227,2025-10-28,436.26
1427,487,2025-12-31,1304.5
1428,307,2026-01-04,347.1
1429,178,2025-08-18,1243.48
1430,142,2025-06-22,539.01
1431,277,2026-02-28,1685.05
1432,57,2025-05-29,797.26
1433,337,2025-06-29,809.74
1434,394,2025-03-27,1493.25
1435,268,2025-06-13,671.24
1436,125,2026-02-10,134.68
1437,255,2025-07-12,1480.27
1438,29,2025-12-07,399.78
1439,277,2025-07-05,521.93
1440,297,2025-04-09,155.84
1441,158,2025-12-15,1812.99
1442,492,2025-08-23,1790.58
1443,78,2025-10-05,611.47
1444,250,2025-05-17,553.94
1445,188,2026-01-26,729.39
1446,27,2025-11-23,179.43
1447,246,2025-10-10,1914.14
1448,273,2025-05-30,1345.23
1449,158,2025-11-25,1426.97
1450,292,2025-07-01,1150.24
1451,494,2025-04-02,518.75
1452,499,2025-10-31,502.88
1453,172,2025-09-07,596.64
1454,478,2026-01-15,395.51
1455,434,2026-01-01,1575.08
1456,210,2025-08-12,812.75
1457,186,2026-02-08,232.15
1458,32,2026-01-29,658.86
1459,397,2025-06-03,435.45
1460,345,2025-10-09,1800.38
1461,143,2025-05-12,907.82
1462,385,2026-01-06,1649.73
1463,469,2025-12-25,1829.13
1464,70,2025-07-21,218.83
1465,327,2025-06-17,1885.19
1466,156,2025-07-09,716.31
1467,122,2025-06-11,1936.86
1468,13,2025-07-25,1574.71
1469,148,2025-06-17,1635.51
1470,29,2026-02-17,854.97
1471,115,2025-12-01,382.29
1472,347,2025-06-15,1628.58
1473,1,2025-12-28,821.33
1474,176,2025-09-02,1822.09
1475,297,2025-04-21,757.88
1476,209,2025-05-31,488.81
1477,62,2025-10-24,391.71
1478,10,2026-01-07,513.0
1479,450,2025-12-25,1832.26
1480,286,2025-04-11,1031.35
1481,176,2026-03-03,253.19
1482,105,2025-04-03,1167.43
1483,311,2025-06-09,668.98
1484,341,2025-08-21,668.95
1485,134,2025-07-18,1799.69
1486,167,2025-07-16,164.73
1487,295,2025-07-30,547.54
1488,418,2026-03-05,712.2
1489,166,2025-05-23,822.47
1490,13,2025-06-14,869.41
1491,432,2025-06-06,840.03
1492,400,2025-10-13,1207.88
1493,401,2025-08-20,1272.53
1494,96,2025-08-01,1045.16
1495,405,2025-05-18,1599.09
1496,201,2025-06-08,763.82
1497,28,2025-04-27,344.44
1498,74,2025-06-14,1667.47
1499,40,2025-04-20,136.0
1500,284,2025-07-28,1310.99
1501,134,2025-06-10,1438.79
1502,454,2025-12-06,1535.3
1503,32,2025-07-17,1994.02
1504,62,2026-01-07,1889.36
1505,329,2025-05-26,259.51
1506,256,2025-06-19,684.98
1507,127,2025-09-16,1819.11
1508,434,2025-08-23,761.41
1509,210,2026-01-15,940.84
1510,174,2025-07-23,1966.52
1511,29,2025-03-27,738.34
1512,234,2025-12-02,1904.38
1513,276,2025-11-21,221.28
1514,21,2025-11-21,1179.37
1515,179,2026-01-08,152.97
1516,456,2026-02-18,1964.64
1517,31,2025-08-27,345.66
1518,193,2025-03-11,1625.04
1519,63,2025-12-13,439.33
1520,383,2025-06-30,1600.62
1521,117,2025-10-20,334.02
1522,472,2026-02-21,1335.89
1523,446,2026-01-29,1104.8
1524,456,2025-07-13,997.55
1525,436,2026-01-27,1118.03
1526,102,2025-09-25,1609.85
1527,210,2025-05-05,591.63
1528,177,2025-07-12,1522.08
1529,300,2025-08-12,1891.0
1530,463,2025-10-29,188.12
1531,358,2025-07-30,1281.85
1532,18,2025-07-01,1834.99
1533,428,2025-09-04,778.45
1534,238,2025-06-04,536.52
1535,197,2026-01-29,643.59
1536,257,2025-09-30,1905.73
1537,109,2025-09-29,700.81
1538,456,2026-01-01,1000.85
1539,306,2025-07-20,722.3
1540,498,2025-05-16,1551.35
1541,50,2025-04-01,1946.11
1542,222,2025-08-11,316.66
1543,142,2025-07-12,1179.37
1544,167,2025-10-08,1662.65
1545,229,2025-11-19,1989.22
1546,135,2025-09-24,1943.0
1547,394,2025-04-21,1154.36
1548,338,2025-10-22,366.97
1549,109,2025-10-24,1052.71
1550,357,2025-11-02,1792.11
1551,173,2025-04-11,1681.77
1552,130,2025-04-17,1996.99
1553,180,2025-09-19,784.69
1554,169,2025-03-21,648.72
1555,494,2025-05-16,1735.35
1556,38,2025-04-21,1386.2
1557,16,2025-03-28,1694.76
1558,96,2025-11-28,877.22
1559,85,2025-03-25,597.35
1560,456,2025-05-22,1222.77
1561,17,2025-04-12,978.23
1562,133,2025-06-24,227.22
1563,206,2025-10-07,1949.79
1564,183,2025-05-05,936.78
1565,220,2025-04-10,1061.46
1566,64,2025-07-20,1807.38
1567,328,2025-06-21,451.84
1568,36,2025-07-20,633.2
1569,102,2025-03-07,591.5
1570,374,2025-12-22,356.3
1571,253,2025-12-14,1673.98
1572,36,2026-01-02,417.28
1573,151,2025-07-19,1205.8
1574,354,2025-05-31,1992.91
1575,376,2026-01-24,1566.94
1576,420,2025-11-29,1485.16
1577,453,2025-12-03,1457.3
1578,288,2026-01-03,205.26
1579,162,2026-03-02,1605.39
1580,410,2025-04-13,1771.54
1581,461,2025-12-08,1612.51
1582,440,2025-06-26,1636.6
1583,37,2025-06-29,676.89
1584,256,2025-08-11,1739.49
1585,427,2025-04-23,1721.22
1586,316,2026-01-25,1551.32
1587,274,2025-07-28,278.62
1588,281,2026-01-23,1112.2
1589,256,2026-01-03,1156.07
1590,200,2025-09-20,307.88
1591,122,2025-09-06,1434.33
1592,10,2025-12-28,556.51
1593,110,2025-08-15,1284.01
1594,215,2025-03-12,463.51
1595,464,2025-12-17,992.1
1596,73,2026-01-24,753.56
1597,489,2025-04-22,589.61
1598,98,2025-05-15,1999.01
1599,271,2025-11-17,1294.45
1600,300,2025-06-10,751.54
1601,51,2025-08-10,499.01
1602,326,2025-10-10,1516.67
1603,147,2025-06-16,1044.88
1604,401,2025-09-30,1083.33
1605,438,2026-02-03,1251.34
1606,292,2025-08-02,1798.09
1607,80,2025-05-11,1169.48
1608,220,2025-09-24,1029.51
1609,400,2025-11-13,1802.45
1610,461,2025-11-13,1381.86
1611,244,2025-09-06,1834.18
1612,199,2025-08-03,1870.08
1613,336,2026-03-05,630.93
1614,70,2025-05-02,372.35
1615,460,2025-11-22,132.97
1616,154,2025-08-24,771.65
1617,147,2025-09-11,1187.12
1618,208,2025-04-09,722.16
1619,333,2025-07-07,1660.28
1620,466,2025-12-31,536.19
1621,283,2025-12-24,1022.76
1622,277,2026-02-21,1744.24
1623,37,2025-06-08,860.67
1624,372,2025-04-20,1379.79
1625,441,2026-01-27,1592.5
1626,100,2025-10-26,1450.84
1627,205,2025-04-08,1632.73
1628,251,2025-11-12,1799.72
1629,377,2025-06-18,303.47
1630,480,2025-05-09,1757.56
1631,44,2025-03-23,339.81
1632,281,2025-10-26,1074.72
1633,243,2025-08-15,415.92
1634,494,2025-08-07,1835.17
1635,290,2025-12-10,575.39
1636,490,2025-06-13,1019.43
1637,263,2025-04-13,949.96
1638,76,2026-01-16,1172.22
1639,255,2026-01-14,1185.09
1640,488,2026-02-08,1748.96
1641,193,2025-09-30,191.68
1642,23,2025-10-12,979.71
1643,10,2026-02-13,888.02
1644,177,2025-10-11,1829.43
1645,433,2025-09-11,652.61
1646,270,2025-07-13,1119.17
1647,246,2026-01-22,1880.93
1648,267,2025-12-29,197.38
1649,194,2025-07-18,740.16
1650,367,2025-05-10,977.9
1651,447,2025-05-30,308.91
1652,336,2025-03-17,602.63
1653,32,2025-11-26,497.93
1654,7,2025-05-27,251.37
1655,102,2025-11-15,635.57
1656,63,2025-04-14,1169.09
1657,256,2025-05-06,1203.64
1658,5,2025-06-05,1791.5
1659,360,2025-10-21,1059.63
1660,182,2025-08-23,917.67
1661,472,2025-05-26,296.14
1662,480,2025-03-21,452.75
1663,77,2026-01-30,1753.55
1664,451,2025-12-24,250.95
1665,173,2025-10-02,1955.09
1666,421,2025-04-16,850.87
1667,479,2025-09-02,454.75
1668,436,2025-04-24,850.19
1669,451,2025-08-03,392.46
1670,353,2025-05-15,1121.93
1671,109,2025-09-25,1831.67
1672,2,2026-02-17,1427.36
1673,499,2026-01-22,471.77
1674,188,2025-06-16,659.12
1675,391,2025-08-16,788.58
1676,344,2025-07-17,778.65
1677,16,2025-03-29,354.6
1678,315,2026-01-11,887.04
1679,295,2025-08-24,1602.67
1680,156,2025-10-30,1418.68
1681,318,2026-01-26,1298.28
1682,197,2025-12-14,1098.94
1683,55,2025-08-13,1507.72
1684,117,2026-02-13,1101.3
1685,131,2025-09-14,691.0
1686,288,2025-07-22,793.52
1687,93,2025-08-31,1518.4
1688,68,2026-01-18,1619.09
1689,457,2026-02-12,1405.8
1690,475,2025-12-30,693.51
1691,2,2025-12-30,334.67
1692,421,2026-02-22,1968.62
1693,266,2025-08-06,1934.67
1694,284,2026-01-28,1329.79
1695,494,2025-12-01,224.54
1696,382,2025-06-15,1806.39
1697,65,2026-02-09,1689.8
1698,318,2026-02-21,376.53
1699,179,2025-04-12,634.31
1700,99,2026-03-03,515.05
1701,409,2025-12-03,582.99
1702,159,2025-06-14,1603.16
1703,257,2025-05-22,1176.38
1704,133,2025-03-31,745.41
1705,48,2026-03-05,1009.94
1706,386,2025-07-31,652.91
1707,313,2025-09-02,1526.31
1708,462,2025-04-22,639.78
1709,436,2026-03-01,197.11
1710,417,2025-12-09,528.17
1711,143,2026-01-07,460.45
1712,420,2025-12-01,1534.86
1713,372,2025-04-26,1547.28
1714,167,2025-12-12,733.42
1715,201,2025-06-16,1028.83
1716,490,2025-07-26,1098.9
1717,487,2025-06-29,610.24
1718,330,2025-05-03,1547.2
1719,42,2025-05-11,695.27
1720,331,2026-02-18,1471.58
1721,480,2026-01-09,907.18
1722,227,2026-01-15,839.11
1723,457,2025-08-07,1484.44
1724,111,2026-01-10,796.16
1725,65,2025-05-10,1409.18
1726,366,2025-12-26,267.63
1727,436,2025-08-27,1239.64
1728,96,2025-09-27,1817.59
1729,488,2026-03-02,455.39
1730,425,2025-03-19,904.86
1731,469,2025-10-09,381.31
1732,330,2026-02-17,667.94
1733,178,2025-10-28,835.74
1734,475,2025-10-12,665.72
1735,303,2025-04-19,591.98
1736,397,2025-08-16,538.58
1737,396,2026-01-15,1802.05
1738,208,2025-03-08,786.95
1739,383,2025-03-30,1333.52
1740,79,2025-03-27,672.75
1741,140,2026-02-28,1341.6
1742,265,2025-03-23,222.11
1743,236,2025-06-09,400.91
1744,346,2025-11-21,1170.39
1745,406,2025-09-18,204.33
1746,344,2025-05-07,142.64
1747,408,2025-08-27,1435.53
1748,30,2025-12-12,751.21
1749,380,2025-11-06,1634.18
1750,420,2025-10-25,665.63
1751,400,2025-08-09,1394.55
1752,177,2025-10-28,1917.84
